rd_id,id,fuji_percent,fuji_percent_f,fuji_percent_a,fuji_percent_i,fuji_percent_r,fuji_percent_f1,fuji_percent_f2,fuji_percent_f3,fuji_percent_f4,fuji_percent_a1,fuji_percent_i1,fuji_percent_i2,fuji_percent_i3,fuji_percent_r1,fuji_percent_r1_1,fuji_percent_r1_2,fuji_percent_r1_3,FsF-F1-01D,FsF-F1-02D,FsF-F2-01M,FsF-F3-01M,FsF-F4-01M,FsF-A1-01M,FsF-A1-02M,FsF-A1-03D,FsF-I1-01M,FsF-I2-01M,FsF-I3-01M,FsF-R1-01MD,FsF-R1.1-01M,FsF-R1.2-01M,FsF-R1.3-01M,FsF-R1.3-02D
http://dx.doi.org/10.18452/19392,score_percent,60.42,85.71,50,50,50,100,100,0,100,50,50,0,100,25,100,50,50,100,100,100,0,100,50,100,0,50,0,100,25,100,50,100,0
http://dx.doi.org/10.18452/26730,score_percent,60.42,85.71,50,50,50,100,100,0,100,50,50,0,100,25,100,50,50,100,100,100,0,100,50,100,0,50,0,100,25,100,50,100,0
http://dx.doi.org/10.18452/26821,score_percent,60.42,85.71,50,50,50,100,100,0,100,50,50,0,100,25,100,50,50,100,100,100,0,100,50,100,0,50,0,100,25,100,50,100,0
http://dx.doi.org/10.18452/23365,score_percent,56.25,85.71,50,25,50,100,100,0,100,50,50,0,0,25,100,50,50,100,100,100,0,100,50,100,0,50,0,0,25,100,50,100,0
http://dx.doi.org/10.18452/19655,score_percent,60.42,85.71,50,50,50,100,100,0,100,50,50,0,100,25,100,50,50,100,100,100,0,100,50,100,0,50,0,100,25,100,50,100,0
http://dx.doi.org/10.18452/19337,score_percent,56.25,85.71,50,25,50,100,100,0,100,50,50,0,0,25,100,50,50,100,100,100,0,100,50,100,0,50,0,0,25,100,50,100,0
http://dx.doi.org/10.18452/25018,score_percent,60.42,85.71,50,50,50,100,100,0,100,50,50,0,100,25,100,50,50,100,100,100,0,100,50,100,0,50,0,100,25,100,50,100,0
http://dx.doi.org/10.18452/23796,score_percent,60.42,85.71,50,50,50,100,100,0,100,50,50,0,100,25,100,50,50,100,100,100,0,100,50,100,0,50,0,100,25,100,50,100,0
http://dx.doi.org/10.18452/23552,score_percent,60.42,85.71,50,50,50,100,100,0,100,50,50,0,100,25,100,50,50,100,100,100,0,100,50,100,0,50,0,100,25,100,50,100,0
http://dx.doi.org/10.18452/27076,score_percent,60.42,85.71,50,50,50,100,100,0,100,50,50,0,100,25,100,50,50,100,100,100,0,100,50,100,0,50,0,100,25,100,50,100,0
http://dx.doi.org/10.18452/25761,score_percent,60.42,85.71,50,50,50,100,100,0,100,50,50,0,100,25,100,50,50,100,100,100,0,100,50,100,0,50,0,100,25,100,50,100,0
http://dx.doi.org/10.18452/25394,score_percent,56.25,85.71,50,25,50,100,100,0,100,50,50,0,0,25,100,50,50,100,100,100,0,100,50,100,0,50,0,0,25,100,50,100,0
http://dx.doi.org/10.18452/19820,score_percent,52.08,85.71,50,50,30,100,100,0,100,50,50,0,100,25,0,50,50,100,100,100,0,100,50,100,0,50,0,100,25,0,50,100,0
http://dx.doi.org/10.18452/20529,score_percent,60.42,85.71,50,50,50,100,100,0,100,50,50,0,100,25,100,50,50,100,100,100,0,100,50,100,0,50,0,100,25,100,50,100,0
http://dx.doi.org/10.18452/24171,score_percent,56.25,85.71,50,25,50,100,100,0,100,50,50,0,0,25,100,50,50,100,100,100,0,100,50,100,0,50,0,0,25,100,50,100,0
http://dx.doi.org/10.18452/21378,score_percent,47.92,85.71,50,25,30,100,100,0,100,50,50,0,0,25,0,50,50,100,100,100,0,100,50,100,0,50,0,0,25,0,50,100,0
http://dx.doi.org/10.18452/21394,score_percent,56.25,85.71,50,25,50,100,100,0,100,50,50,0,0,25,100,50,50,100,100,100,0,100,50,100,0,50,0,0,25,100,50,100,0
http://dx.doi.org/10.18452/19845,score_percent,56.25,85.71,50,50,40,100,100,0,100,50,50,0,100,25,50,50,50,100,100,100,0,100,50,100,0,50,0,100,25,50,50,100,0
http://dx.doi.org/10.18452/24644,score_percent,56.25,85.71,50,25,50,100,100,0,100,50,50,0,0,25,100,50,50,100,100,100,0,100,50,100,0,50,0,0,25,100,50,100,0
http://dx.doi.org/10.18452/18970,score_percent,60.42,85.71,50,50,50,100,100,0,100,50,50,0,100,25,100,50,50,100,100,100,0,100,50,100,0,50,0,100,25,100,50,100,0
http://dx.doi.org/10.18452/20458,score_percent,56.25,85.71,50,25,50,100,100,0,100,50,50,0,0,25,100,50,50,100,100,100,0,100,50,100,0,50,0,0,25,100,50,100,0
http://dx.doi.org/10.18452/24667,score_percent,56.25,85.71,50,25,50,100,100,0,100,50,50,0,0,25,100,50,50,100,100,100,0,100,50,100,0,50,0,0,25,100,50,100,0
http://dx.doi.org/10.18452/26954,score_percent,60.42,85.71,50,50,50,100,100,0,100,50,50,0,100,25,100,50,50,100,100,100,0,100,50,100,0,50,0,100,25,100,50,100,0
http://dx.doi.org/10.18452/18913,score_percent,52.08,85.71,50,50,30,100,100,0,100,50,50,0,100,25,0,50,50,100,100,100,0,100,50,100,0,50,0,100,25,0,50,100,0
http://dx.doi.org/10.18452/24148.2,score_percent,60.42,85.71,50,50,50,100,100,0,100,50,50,0,100,25,100,50,50,100,100,100,0,100,50,100,0,50,0,100,25,100,50,100,0
http://dx.doi.org/10.18452/23020,score_percent,60.42,85.71,50,50,50,100,100,0,100,50,50,0,100,25,100,50,50,100,100,100,0,100,50,100,0,50,0,100,25,100,50,100,0
http://dx.doi.org/10.18452/21572,score_percent,56.25,85.71,50,25,50,100,100,0,100,50,50,0,0,25,100,50,50,100,100,100,0,100,50,100,0,50,0,0,25,100,50,100,0
http://dx.doi.org/10.18452/19507,score_percent,56.25,85.71,50,25,50,100,100,0,100,50,50,0,0,25,100,50,50,100,100,100,0,100,50,100,0,50,0,0,25,100,50,100,0
http://dx.doi.org/10.18452/19506,score_percent,56.25,85.71,50,25,50,100,100,0,100,50,50,0,0,25,100,50,50,100,100,100,0,100,50,100,0,50,0,0,25,100,50,100,0
http://dx.doi.org/10.18452/19202,score_percent,56.25,85.71,50,25,50,100,100,0,100,50,50,0,0,25,100,50,50,100,100,100,0,100,50,100,0,50,0,0,25,100,50,100,0
http://dx.doi.org/10.18452/24149.3,score_percent,60.42,85.71,50,50,50,100,100,0,100,50,50,0,100,25,100,50,50,100,100,100,0,100,50,100,0,50,0,100,25,100,50,100,0
http://dx.doi.org/10.18452/20020,score_percent,52.08,85.71,50,25,40,100,100,0,100,50,50,0,0,25,50,50,50,100,100,100,0,100,50,100,0,50,0,0,25,50,50,100,0
http://dx.doi.org/10.18452/21660,score_percent,56.25,85.71,50,25,50,100,100,0,100,50,50,0,0,25,100,50,50,100,100,100,0,100,50,100,0,50,0,0,25,100,50,100,0
http://dx.doi.org/10.18452/20477,score_percent,60.42,85.71,50,50,50,100,100,0,100,50,50,0,100,25,100,50,50,100,100,100,0,100,50,100,0,50,0,100,25,100,50,100,0
http://dx.doi.org/10.18452/20002,score_percent,60.42,85.71,50,50,50,100,100,0,100,50,50,0,100,25,100,50,50,100,100,100,0,100,50,100,0,50,0,100,25,100,50,100,0
http://dx.doi.org/10.18452/25561,score_percent,60.42,85.71,50,50,50,100,100,0,100,50,50,0,100,25,100,50,50,100,100,100,0,100,50,100,0,50,0,100,25,100,50,100,0
http://dx.doi.org/10.18452/20118,score_percent,60.42,85.71,50,50,50,100,100,0,100,50,50,0,100,25,100,50,50,100,100,100,0,100,50,100,0,50,0,100,25,100,50,100,0
http://dx.doi.org/10.18452/20145,score_percent,56.25,85.71,50,25,50,100,100,0,100,50,50,0,0,25,100,50,50,100,100,100,0,100,50,100,0,50,0,0,25,100,50,100,0
http://dx.doi.org/10.18452/18917,score_percent,52.08,85.71,50,50,30,100,100,0,100,50,50,0,100,25,0,50,50,100,100,100,0,100,50,100,0,50,0,100,25,0,50,100,0
http://dx.doi.org/10.18452/18918,score_percent,52.08,85.71,50,50,30,100,100,0,100,50,50,0,100,25,0,50,50,100,100,100,0,100,50,100,0,50,0,100,25,0,50,100,0
http://dx.doi.org/10.18452/21379,score_percent,60.42,85.71,50,50,50,100,100,0,100,50,50,0,100,25,100,50,50,100,100,100,0,100,50,100,0,50,0,100,25,100,50,100,0
http://dx.doi.org/10.18452/24795,score_percent,56.25,85.71,50,25,50,100,100,0,100,50,50,0,0,25,100,50,50,100,100,100,0,100,50,100,0,50,0,0,25,100,50,100,0
http://dx.doi.org/10.18452/19391,score_percent,60.42,85.71,50,50,50,100,100,0,100,50,50,0,100,25,100,50,50,100,100,100,0,100,50,100,0,50,0,100,25,100,50,100,0
http://dx.doi.org/10.18452/21330,score_percent,56.25,85.71,50,25,50,100,100,0,100,50,50,0,0,25,100,50,50,100,100,100,0,100,50,100,0,50,0,0,25,100,50,100,0
http://dx.doi.org/10.18452/19819,score_percent,56.25,85.71,50,50,40,100,100,0,100,50,50,0,100,25,50,50,50,100,100,100,0,100,50,100,0,50,0,100,25,50,50,100,0
http://dx.doi.org/10.18452/21964.2,score_percent,56.25,85.71,50,25,50,100,100,0,100,50,50,0,0,25,100,50,50,100,100,100,0,100,50,100,0,50,0,0,25,100,50,100,0
http://dx.doi.org/10.18452/21644,score_percent,56.25,85.71,50,25,50,100,100,0,100,50,50,0,0,25,100,50,50,100,100,100,0,100,50,100,0,50,0,0,25,100,50,100,0
http://dx.doi.org/10.18452/19818,score_percent,60.42,85.71,50,50,50,100,100,0,100,50,50,0,100,25,100,50,50,100,100,100,0,100,50,100,0,50,0,100,25,100,50,100,0
http://dx.doi.org/10.18452/25584,score_percent,60.42,85.71,50,50,50,100,100,0,100,50,50,0,100,25,100,50,50,100,100,100,0,100,50,100,0,50,0,100,25,100,50,100,0
http://dx.doi.org/10.18452/19792,score_percent,60.42,85.71,50,50,50,100,100,0,100,50,50,0,100,25,100,50,50,100,100,100,0,100,50,100,0,50,0,100,25,100,50,100,0
http://dx.doi.org/10.18452/21113,score_percent,60.42,85.71,50,50,50,100,100,0,100,50,50,0,100,25,100,50,50,100,100,100,0,100,50,100,0,50,0,100,25,100,50,100,0
http://dx.doi.org/10.18452/19173,score_percent,56.25,85.71,50,25,50,100,100,0,100,50,50,0,0,25,100,50,50,100,100,100,0,100,50,100,0,50,0,0,25,100,50,100,0
http://dx.doi.org/10.18452/20019,score_percent,52.08,85.71,50,25,40,100,100,0,100,50,50,0,0,25,50,50,50,100,100,100,0,100,50,100,0,50,0,0,25,50,50,100,0
http://dx.doi.org/10.18452/22951,score_percent,56.25,85.71,50,25,50,100,100,0,100,50,50,0,0,25,100,50,50,100,100,100,0,100,50,100,0,50,0,0,25,100,50,100,0
http://dx.doi.org/10.18452/22757,score_percent,56.25,85.71,50,25,50,100,100,0,100,50,50,0,0,25,100,50,50,100,100,100,0,100,50,100,0,50,0,0,25,100,50,100,0
http://dx.doi.org/10.18452/19387,score_percent,60.42,85.71,50,50,50,100,100,0,100,50,50,0,100,25,100,50,50,100,100,100,0,100,50,100,0,50,0,100,25,100,50,100,0
http://dx.doi.org/10.18452/19386,score_percent,60.42,85.71,50,50,50,100,100,0,100,50,50,0,100,25,100,50,50,100,100,100,0,100,50,100,0,50,0,100,25,100,50,100,0
http://dx.doi.org/10.18452/22154,score_percent,60.42,85.71,50,50,50,100,100,0,100,50,50,0,100,25,100,50,50,100,100,100,0,100,50,100,0,50,0,100,25,100,50,100,0
http://dx.doi.org/10.18452/19390,score_percent,60.42,85.71,50,50,50,100,100,0,100,50,50,0,100,25,100,50,50,100,100,100,0,100,50,100,0,50,0,100,25,100,50,100,0
