rd_id,id,fuji_percent,fuji_percent_f,fuji_percent_a,fuji_percent_i,fuji_percent_r,fuji_percent_f1,fuji_percent_f2,fuji_percent_f3,fuji_percent_f4,fuji_percent_a1,fuji_percent_i1,fuji_percent_i2,fuji_percent_i3,fuji_percent_r1,fuji_percent_r1_1,fuji_percent_r1_2,fuji_percent_r1_3,FsF-F1-01D,FsF-F1-02D,FsF-F2-01M,FsF-F3-01M,FsF-F4-01M,FsF-A1-01M,FsF-A1-02M,FsF-A1-03D,FsF-I1-01M,FsF-I2-01M,FsF-I3-01M,FsF-R1-01MD,FsF-R1.1-01M,FsF-R1.2-01M,FsF-R1.3-01M,FsF-R1.3-02D
http://dx.doi.org/10.14279/depositonce-9827.2,score_percent,62.5,100,66.67,25,50,100,100,100,100,66.67,50,0,0,25,100,50,50,100,100,100,100,100,0,100,100,50,0,0,25,100,50,100,0
https://doi.org/10.14279/depositonce-17875,score_percent,66.67,100,66.67,25,60,100,100,100,100,66.67,50,0,0,25,100,50,100,100,100,100,100,100,0,100,100,50,0,0,25,100,50,100,100
https://doi.org/10.14279/depositonce-19702,score_percent,66.67,100,66.67,25,60,100,100,100,100,66.67,50,0,0,25,100,50,100,100,100,100,100,100,0,100,100,50,0,0,25,100,50,100,100
http://dx.doi.org/10.14279/depositonce-11775,score_percent,66.67,100,66.67,25,60,100,100,100,100,66.67,50,0,0,25,100,50,100,100,100,100,100,100,0,100,100,50,0,0,25,100,50,100,100
http://dx.doi.org/10.14279/depositonce-11354,score_percent,66.67,100,66.67,25,60,100,100,100,100,66.67,50,0,0,25,100,50,100,100,100,100,100,100,0,100,100,50,0,0,25,100,50,100,100
http://dx.doi.org/10.14279/depositonce-12355,score_percent,66.67,100,66.67,25,60,100,100,100,100,66.67,50,0,0,25,100,50,100,100,100,100,100,100,0,100,100,50,0,0,25,100,50,100,100
http://dx.doi.org/10.14279/depositonce-7268,score_percent,64.58,100,83.33,25,50,100,100,100,100,83.33,50,0,0,25,50,50,100,100,100,100,100,100,50,100,100,50,0,0,25,50,50,100,100
http://dx.doi.org/10.14279/depositonce-10123,score_percent,64.58,100,83.33,25,50,100,100,100,100,83.33,50,0,0,25,50,50,100,100,100,100,100,100,50,100,100,50,0,0,25,50,50,100,100
https://doi.org/10.14279/depositonce-19472,score_percent,66.67,100,66.67,25,60,100,100,100,100,66.67,50,0,0,25,100,50,100,100,100,100,100,100,0,100,100,50,0,0,25,100,50,100,100
https://doi.org/10.14279/depositonce-17798,score_percent,62.5,100,66.67,25,50,100,100,100,100,66.67,50,0,0,25,100,50,50,100,100,100,100,100,0,100,100,50,0,0,25,100,50,100,0
http://dx.doi.org/10.14279/depositonce-12054,score_percent,66.67,100,66.67,25,60,100,100,100,100,66.67,50,0,0,25,100,50,100,100,100,100,100,100,0,100,100,50,0,0,25,100,50,100,100
https://doi.org/10.14279/depositonce-18469,score_percent,66.67,100,66.67,25,60,100,100,100,100,66.67,50,0,0,25,100,50,100,100,100,100,100,100,0,100,100,50,0,0,25,100,50,100,100
http://dx.doi.org/10.14279/depositonce-12492,score_percent,66.67,100,66.67,25,60,100,100,100,100,66.67,50,0,0,25,100,50,100,100,100,100,100,100,0,100,100,50,0,0,25,100,50,100,100
http://dx.doi.org/10.14279/depositonce-9092,score_percent,66.67,100,66.67,25,60,100,100,100,100,66.67,50,0,0,25,100,50,100,100,100,100,100,100,0,100,100,50,0,0,25,100,50,100,100
http://dx.doi.org/10.14279/depositonce-5173,score_percent,66.67,100,66.67,25,60,100,100,100,100,66.67,50,0,0,25,100,50,100,100,100,100,100,100,0,100,100,50,0,0,25,100,50,100,100
http://dx.doi.org/10.14279/depositonce-11447,score_percent,66.67,100,66.67,25,60,100,100,100,100,66.67,50,0,0,25,100,50,100,100,100,100,100,100,0,100,100,50,0,0,25,100,50,100,100
https://doi.org/10.14279/depositonce-18607,score_percent,62.5,100,66.67,25,50,100,100,100,100,66.67,50,0,0,25,100,50,50,100,100,100,100,100,0,100,100,50,0,0,25,100,50,100,0
https://doi.org/10.14279/depositonce-16663,score_percent,66.67,100,66.67,25,60,100,100,100,100,66.67,50,0,0,25,100,50,100,100,100,100,100,100,0,100,100,50,0,0,25,100,50,100,100
http://dx.doi.org/10.14279/depositonce-7355,score_percent,62.5,100,66.67,25,50,100,100,100,100,66.67,50,0,0,25,100,50,50,100,100,100,100,100,0,100,100,50,0,0,25,100,50,100,0
https://doi.org/10.14279/depositonce-18473,score_percent,66.67,100,66.67,25,60,100,100,100,100,66.67,50,0,0,25,100,50,100,100,100,100,100,100,0,100,100,50,0,0,25,100,50,100,100
https://doi.org/10.14279/depositonce-17920,score_percent,66.67,100,66.67,25,60,100,100,100,100,66.67,50,0,0,25,100,50,100,100,100,100,100,100,0,100,100,50,0,0,25,100,50,100,100
http://dx.doi.org/10.14279/depositonce-8599,score_percent,64.58,100,83.33,25,50,100,100,100,100,83.33,50,0,0,25,50,50,100,100,100,100,100,100,50,100,100,50,0,0,25,50,50,100,100
http://dx.doi.org/10.14279/depositonce-8102,score_percent,66.67,100,66.67,25,60,100,100,100,100,66.67,50,0,0,25,100,50,100,100,100,100,100,100,0,100,100,50,0,0,25,100,50,100,100
https://doi.org/10.14279/depositonce-17922,score_percent,66.67,100,66.67,25,60,100,100,100,100,66.67,50,0,0,25,100,50,100,100,100,100,100,100,0,100,100,50,0,0,25,100,50,100,100
http://dx.doi.org/10.14279/depositonce-32.2,score_percent,58.33,100,66.67,25,40,100,100,100,100,66.67,50,0,0,25,0,50,100,100,100,100,100,100,0,100,100,50,0,0,25,0,50,100,100
http://dx.doi.org/10.14279/depositonce-71,score_percent,58.33,100,66.67,25,40,100,100,100,100,66.67,50,0,0,25,0,50,100,100,100,100,100,100,0,100,100,50,0,0,25,0,50,100,100
http://dx.doi.org/10.14279/depositonce-51,score_percent,58.33,100,66.67,25,40,100,100,100,100,66.67,50,0,0,25,0,50,100,100,100,100,100,100,0,100,100,50,0,0,25,0,50,100,100
https://doi.org/10.14279/depositonce-18208,score_percent,66.67,100,66.67,25,60,100,100,100,100,66.67,50,0,0,25,100,50,100,100,100,100,100,100,0,100,100,50,0,0,25,100,50,100,100
http://dx.doi.org/10.14279/depositonce-11588,score_percent,64.58,100,83.33,25,50,100,100,100,100,83.33,50,0,0,25,50,50,100,100,100,100,100,100,50,100,100,50,0,0,25,50,50,100,100
http://dx.doi.org/10.14279/depositonce-54,score_percent,58.33,100,66.67,25,40,100,100,100,100,66.67,50,0,0,25,0,50,100,100,100,100,100,100,0,100,100,50,0,0,25,0,50,100,100
https://doi.org/10.14279/depositonce-17906,score_percent,66.67,100,66.67,25,60,100,100,100,100,66.67,50,0,0,25,100,50,100,100,100,100,100,100,0,100,100,50,0,0,25,100,50,100,100
http://dx.doi.org/10.14279/depositonce-5177,score_percent,66.67,100,66.67,25,60,100,100,100,100,66.67,50,0,0,25,100,50,100,100,100,100,100,100,0,100,100,50,0,0,25,100,50,100,100
http://dx.doi.org/10.14279/depositonce-10638.3,score_percent,66.67,100,66.67,25,60,100,100,100,100,66.67,50,0,0,25,100,50,100,100,100,100,100,100,0,100,100,50,0,0,25,100,50,100,100
https://doi.org/10.14279/depositonce-17879,score_percent,66.67,100,66.67,25,60,100,100,100,100,66.67,50,0,0,25,100,50,100,100,100,100,100,100,0,100,100,50,0,0,25,100,50,100,100
https://doi.org/10.14279/depositonce-18462,score_percent,66.67,100,66.67,25,60,100,100,100,100,66.67,50,0,0,25,100,50,100,100,100,100,100,100,0,100,100,50,0,0,25,100,50,100,100
http://dx.doi.org/10.14279/depositonce-87.6,score_percent,66.67,100,66.67,25,60,100,100,100,100,66.67,50,0,0,25,100,50,100,100,100,100,100,100,0,100,100,50,0,0,25,100,50,100,100
https://doi.org/10.14279/depositonce-18591,score_percent,66.67,100,66.67,25,60,100,100,100,100,66.67,50,0,0,25,100,50,100,100,100,100,100,100,0,100,100,50,0,0,25,100,50,100,100
https://doi.org/10.14279/depositonce-17007,score_percent,62.5,100,66.67,25,50,100,100,100,100,66.67,50,0,0,25,100,50,50,100,100,100,100,100,0,100,100,50,0,0,25,100,50,100,0
https://doi.org/10.14279/depositonce-17919,score_percent,66.67,100,66.67,25,60,100,100,100,100,66.67,50,0,0,25,100,50,100,100,100,100,100,100,0,100,100,50,0,0,25,100,50,100,100
http://dx.doi.org/10.14279/depositonce-80,score_percent,58.33,100,66.67,25,40,100,100,100,100,66.67,50,0,0,25,0,50,100,100,100,100,100,100,0,100,100,50,0,0,25,0,50,100,100
http://dx.doi.org/10.14279/depositonce-62,score_percent,58.33,100,66.67,25,40,100,100,100,100,66.67,50,0,0,25,0,50,100,100,100,100,100,100,0,100,100,50,0,0,25,0,50,100,100
http://dx.doi.org/10.14279/depositonce-86,score_percent,64.58,100,83.33,25,50,100,100,100,100,83.33,50,0,0,25,50,50,100,100,100,100,100,100,50,100,100,50,0,0,25,50,50,100,100
https://doi.org/10.14279/depositonce-18487,score_percent,62.5,100,66.67,25,50,100,100,100,100,66.67,50,0,0,25,100,50,50,100,100,100,100,100,0,100,100,50,0,0,25,100,50,100,0
http://dx.doi.org/10.14279/depositonce-84,score_percent,64.58,100,83.33,25,50,100,100,100,100,83.33,50,0,0,25,50,50,100,100,100,100,100,100,50,100,100,50,0,0,25,50,50,100,100
https://doi.org/10.14279/depositonce-17876,score_percent,66.67,100,66.67,25,60,100,100,100,100,66.67,50,0,0,25,100,50,100,100,100,100,100,100,0,100,100,50,0,0,25,100,50,100,100
https://doi.org/10.14279/depositonce-19387,score_percent,66.67,100,66.67,25,60,100,100,100,100,66.67,50,0,0,25,100,50,100,100,100,100,100,100,0,100,100,50,0,0,25,100,50,100,100
http://dx.doi.org/10.14279/depositonce-16143,score_percent,60.42,100,83.33,25,40,100,100,100,100,83.33,50,0,0,25,50,50,50,100,100,100,100,100,50,100,100,50,0,0,25,50,50,100,0
http://dx.doi.org/10.14279/depositonce-6724,score_percent,66.67,100,66.67,25,60,100,100,100,100,66.67,50,0,0,25,100,50,100,100,100,100,100,100,0,100,100,50,0,0,25,100,50,100,100
https://doi.org/10.14279/depositonce-16440.2,score_percent,66.67,100,66.67,25,60,100,100,100,100,66.67,50,0,0,25,100,50,100,100,100,100,100,100,0,100,100,50,0,0,25,100,50,100,100
https://doi.org/10.14279/depositonce-18466,score_percent,66.67,100,66.67,25,60,100,100,100,100,66.67,50,0,0,25,100,50,100,100,100,100,100,100,0,100,100,50,0,0,25,100,50,100,100
http://dx.doi.org/10.14279/depositonce-5958,score_percent,58.33,100,66.67,25,40,100,100,100,100,66.67,50,0,0,25,0,50,100,100,100,100,100,100,0,100,100,50,0,0,25,0,50,100,100
https://doi.org/10.14279/depositonce-16571,score_percent,66.67,100,66.67,25,60,100,100,100,100,66.67,50,0,0,25,100,50,100,100,100,100,100,100,0,100,100,50,0,0,25,100,50,100,100
https://doi.org/10.14279/depositonce-17908,score_percent,66.67,100,66.67,25,60,100,100,100,100,66.67,50,0,0,25,100,50,100,100,100,100,100,100,0,100,100,50,0,0,25,100,50,100,100
http://dx.doi.org/10.14279/depositonce-59,score_percent,58.33,100,66.67,25,40,100,100,100,100,66.67,50,0,0,25,0,50,100,100,100,100,100,100,0,100,100,50,0,0,25,0,50,100,100
http://dx.doi.org/10.14279/depositonce-10605,score_percent,64.58,100,83.33,25,50,100,100,100,100,83.33,50,0,0,25,50,50,100,100,100,100,100,100,50,100,100,50,0,0,25,50,50,100,100
http://dx.doi.org/10.14279/depositonce-9259,score_percent,66.67,100,66.67,25,60,100,100,100,100,66.67,50,0,0,25,100,50,100,100,100,100,100,100,0,100,100,50,0,0,25,100,50,100,100
http://dx.doi.org/10.14279/depositonce-12452,score_percent,64.58,100,83.33,25,50,100,100,100,100,83.33,50,0,0,25,50,50,100,100,100,100,100,100,50,100,100,50,0,0,25,50,50,100,100
https://doi.org/10.14279/depositonce-17881,score_percent,66.67,100,66.67,25,60,100,100,100,100,66.67,50,0,0,25,100,50,100,100,100,100,100,100,0,100,100,50,0,0,25,100,50,100,100
http://dx.doi.org/10.14279/depositonce-7243,score_percent,66.67,100,66.67,25,60,100,100,100,100,66.67,50,0,0,25,100,50,100,100,100,100,100,100,0,100,100,50,0,0,25,100,50,100,100
http://dx.doi.org/10.14279/depositonce-15189,score_percent,66.67,100,66.67,25,60,100,100,100,100,66.67,50,0,0,25,100,50,100,100,100,100,100,100,0,100,100,50,0,0,25,100,50,100,100
https://doi.org/10.14279/depositonce-17926,score_percent,66.67,100,66.67,25,60,100,100,100,100,66.67,50,0,0,25,100,50,100,100,100,100,100,100,0,100,100,50,0,0,25,100,50,100,100
http://dx.doi.org/10.14279/depositonce-6869,score_percent,66.67,100,66.67,25,60,100,100,100,100,66.67,50,0,0,25,100,50,100,100,100,100,100,100,0,100,100,50,0,0,25,100,50,100,100
http://dx.doi.org/10.14279/depositonce-8609,score_percent,66.67,100,66.67,25,60,100,100,100,100,66.67,50,0,0,25,100,50,100,100,100,100,100,100,0,100,100,50,0,0,25,100,50,100,100
http://dx.doi.org/10.14279/depositonce-10386,score_percent,66.67,100,66.67,25,60,100,100,100,100,66.67,50,0,0,25,100,50,100,100,100,100,100,100,0,100,100,50,0,0,25,100,50,100,100
http://dx.doi.org/10.14279/depositonce-72,score_percent,58.33,100,66.67,25,40,100,100,100,100,66.67,50,0,0,25,0,50,100,100,100,100,100,100,0,100,100,50,0,0,25,0,50,100,100
https://doi.org/10.14279/depositonce-17909,score_percent,66.67,100,66.67,25,60,100,100,100,100,66.67,50,0,0,25,100,50,100,100,100,100,100,100,0,100,100,50,0,0,25,100,50,100,100
https://doi.org/10.14279/depositonce-16384.2,score_percent,66.67,100,66.67,25,60,100,100,100,100,66.67,50,0,0,25,100,50,100,100,100,100,100,100,0,100,100,50,0,0,25,100,50,100,100
http://dx.doi.org/10.14279/depositonce-15133,score_percent,64.58,100,83.33,25,50,100,100,100,100,83.33,50,0,0,25,50,50,100,100,100,100,100,100,50,100,100,50,0,0,25,50,50,100,100
https://doi.org/10.14279/depositonce-17916,score_percent,66.67,100,66.67,25,60,100,100,100,100,66.67,50,0,0,25,100,50,100,100,100,100,100,100,0,100,100,50,0,0,25,100,50,100,100
http://dx.doi.org/10.14279/depositonce-5633,score_percent,58.33,100,66.67,25,40,100,100,100,100,66.67,50,0,0,25,0,50,100,100,100,100,100,100,0,100,100,50,0,0,25,0,50,100,100
https://doi.org/10.14279/depositonce-17907,score_percent,66.67,100,66.67,25,60,100,100,100,100,66.67,50,0,0,25,100,50,100,100,100,100,100,100,0,100,100,50,0,0,25,100,50,100,100
http://dx.doi.org/10.14279/depositonce-34,score_percent,58.33,100,66.67,25,40,100,100,100,100,66.67,50,0,0,25,0,50,100,100,100,100,100,100,0,100,100,50,0,0,25,0,50,100,100
http://dx.doi.org/10.14279/depositonce-67,score_percent,58.33,100,66.67,25,40,100,100,100,100,66.67,50,0,0,25,0,50,100,100,100,100,100,100,0,100,100,50,0,0,25,0,50,100,100
http://dx.doi.org/10.14279/depositonce-6726.3,score_percent,66.67,100,66.67,25,60,100,100,100,100,66.67,50,0,0,25,100,50,100,100,100,100,100,100,0,100,100,50,0,0,25,100,50,100,100
https://doi.org/10.14279/depositonce-19027,score_percent,66.67,100,66.67,25,60,100,100,100,100,66.67,50,0,0,25,100,50,100,100,100,100,100,100,0,100,100,50,0,0,25,100,50,100,100
http://dx.doi.org/10.14279/depositonce-15005,score_percent,62.5,100,66.67,25,50,100,100,100,100,66.67,50,0,0,25,100,50,50,100,100,100,100,100,0,100,100,50,0,0,25,100,50,100,0
http://dx.doi.org/10.14279/depositonce-9077,score_percent,64.58,100,83.33,25,50,100,100,100,100,83.33,50,0,0,25,50,50,100,100,100,100,100,100,50,100,100,50,0,0,25,50,50,100,100
http://dx.doi.org/10.14279/depositonce-8612,score_percent,66.67,100,66.67,25,60,100,100,100,100,66.67,50,0,0,25,100,50,100,100,100,100,100,100,0,100,100,50,0,0,25,100,50,100,100
http://dx.doi.org/10.14279/depositonce-12280,score_percent,66.67,100,66.67,25,60,100,100,100,100,66.67,50,0,0,25,100,50,100,100,100,100,100,100,0,100,100,50,0,0,25,100,50,100,100
https://doi.org/10.14279/depositonce-17871,score_percent,66.67,100,66.67,25,60,100,100,100,100,66.67,50,0,0,25,100,50,100,100,100,100,100,100,0,100,100,50,0,0,25,100,50,100,100
http://dx.doi.org/10.14279/depositonce-11807.5,score_percent,64.58,100,83.33,25,50,100,100,100,100,83.33,50,0,0,25,50,50,100,100,100,100,100,100,50,100,100,50,0,0,25,50,50,100,100
http://dx.doi.org/10.14279/depositonce-5718.5,score_percent,66.67,100,66.67,25,60,100,100,100,100,66.67,50,0,0,25,100,50,100,100,100,100,100,100,0,100,100,50,0,0,25,100,50,100,100
https://doi.org/10.14279/depositonce-18874,score_percent,66.67,100,66.67,25,60,100,100,100,100,66.67,50,0,0,25,100,50,100,100,100,100,100,100,0,100,100,50,0,0,25,100,50,100,100
https://doi.org/10.14279/depositonce-17925,score_percent,66.67,100,66.67,25,60,100,100,100,100,66.67,50,0,0,25,100,50,100,100,100,100,100,100,0,100,100,50,0,0,25,100,50,100,100
https://doi.org/10.14279/depositonce-18450,score_percent,66.67,100,66.67,25,60,100,100,100,100,66.67,50,0,0,25,100,50,100,100,100,100,100,100,0,100,100,50,0,0,25,100,50,100,100
http://dx.doi.org/10.14279/depositonce-10493,score_percent,66.67,100,66.67,25,60,100,100,100,100,66.67,50,0,0,25,100,50,100,100,100,100,100,100,0,100,100,50,0,0,25,100,50,100,100
https://doi.org/10.14279/depositonce-18422,score_percent,60.42,100,83.33,25,40,100,100,100,100,83.33,50,0,0,25,50,50,50,100,100,100,100,100,50,100,100,50,0,0,25,50,50,100,0
http://dx.doi.org/10.14279/depositonce-56,score_percent,58.33,100,66.67,25,40,100,100,100,100,66.67,50,0,0,25,0,50,100,100,100,100,100,100,0,100,100,50,0,0,25,0,50,100,100
https://doi.org/10.14279/depositonce-18459,score_percent,66.67,100,66.67,25,60,100,100,100,100,66.67,50,0,0,25,100,50,100,100,100,100,100,100,0,100,100,50,0,0,25,100,50,100,100
https://doi.org/10.14279/depositonce-17935,score_percent,66.67,100,66.67,25,60,100,100,100,100,66.67,50,0,0,25,100,50,100,100,100,100,100,100,0,100,100,50,0,0,25,100,50,100,100
http://dx.doi.org/10.14279/depositonce-5591,score_percent,66.67,100,66.67,25,60,100,100,100,100,66.67,50,0,0,25,100,50,100,100,100,100,100,100,0,100,100,50,0,0,25,100,50,100,100
http://dx.doi.org/10.14279/depositonce-16029,score_percent,66.67,100,66.67,25,60,100,100,100,100,66.67,50,0,0,25,100,50,100,100,100,100,100,100,0,100,100,50,0,0,25,100,50,100,100
http://dx.doi.org/10.14279/depositonce-12848,score_percent,64.58,100,83.33,25,50,100,100,100,100,83.33,50,0,0,25,50,50,100,100,100,100,100,100,50,100,100,50,0,0,25,50,50,100,100
http://dx.doi.org/10.14279/depositonce-15701,score_percent,62.5,100,66.67,25,50,100,100,100,100,66.67,50,0,0,25,100,50,50,100,100,100,100,100,0,100,100,50,0,0,25,100,50,100,0
https://doi.org/10.14279/depositonce-17735,score_percent,66.67,100,66.67,25,60,100,100,100,100,66.67,50,0,0,25,100,50,100,100,100,100,100,100,0,100,100,50,0,0,25,100,50,100,100
http://dx.doi.org/10.14279/depositonce-8271,score_percent,66.67,100,66.67,25,60,100,100,100,100,66.67,50,0,0,25,100,50,100,100,100,100,100,100,0,100,100,50,0,0,25,100,50,100,100
http://dx.doi.org/10.14279/depositonce-10403,score_percent,64.58,100,83.33,25,50,100,100,100,100,83.33,50,0,0,25,50,50,100,100,100,100,100,100,50,100,100,50,0,0,25,50,50,100,100
https://doi.org/10.14279/depositonce-17918,score_percent,66.67,100,66.67,25,60,100,100,100,100,66.67,50,0,0,25,100,50,100,100,100,100,100,100,0,100,100,50,0,0,25,100,50,100,100
http://dx.doi.org/10.14279/depositonce-12205.3,score_percent,66.67,100,66.67,25,60,100,100,100,100,66.67,50,0,0,25,100,50,100,100,100,100,100,100,0,100,100,50,0,0,25,100,50,100,100
https://doi.org/10.14279/depositonce-16449,score_percent,62.5,100,66.67,25,50,100,100,100,100,66.67,50,0,0,25,100,50,50,100,100,100,100,100,0,100,100,50,0,0,25,100,50,100,0
http://dx.doi.org/10.14279/depositonce-5957,score_percent,64.58,100,83.33,25,50,100,100,100,100,83.33,50,0,0,25,50,50,100,100,100,100,100,100,50,100,100,50,0,0,25,50,50,100,100
http://dx.doi.org/10.14279/depositonce-50,score_percent,58.33,100,66.67,25,40,100,100,100,100,66.67,50,0,0,25,0,50,100,100,100,100,100,100,0,100,100,50,0,0,25,0,50,100,100
https://doi.org/10.14279/depositonce-18735,score_percent,66.67,100,66.67,25,60,100,100,100,100,66.67,50,0,0,25,100,50,100,100,100,100,100,100,0,100,100,50,0,0,25,100,50,100,100
http://dx.doi.org/10.14279/depositonce-11435,score_percent,66.67,100,66.67,25,60,100,100,100,100,66.67,50,0,0,25,100,50,100,100,100,100,100,100,0,100,100,50,0,0,25,100,50,100,100
https://doi.org/10.14279/depositonce-16386.2,score_percent,66.67,100,66.67,25,60,100,100,100,100,66.67,50,0,0,25,100,50,100,100,100,100,100,100,0,100,100,50,0,0,25,100,50,100,100
http://dx.doi.org/10.14279/depositonce-11495.2,score_percent,64.58,100,83.33,25,50,100,100,100,100,83.33,50,0,0,25,50,50,100,100,100,100,100,100,50,100,100,50,0,0,25,50,50,100,100
http://dx.doi.org/10.14279/depositonce-7953,score_percent,66.67,100,66.67,25,60,100,100,100,100,66.67,50,0,0,25,100,50,100,100,100,100,100,100,0,100,100,50,0,0,25,100,50,100,100
http://dx.doi.org/10.14279/depositonce-8608,score_percent,66.67,100,66.67,25,60,100,100,100,100,66.67,50,0,0,25,100,50,100,100,100,100,100,100,0,100,100,50,0,0,25,100,50,100,100
http://dx.doi.org/10.14279/depositonce-81,score_percent,58.33,100,66.67,25,40,100,100,100,100,66.67,50,0,0,25,0,50,100,100,100,100,100,100,0,100,100,50,0,0,25,0,50,100,100
http://dx.doi.org/10.14279/depositonce-44,score_percent,58.33,100,66.67,25,40,100,100,100,100,66.67,50,0,0,25,0,50,100,100,100,100,100,100,0,100,100,50,0,0,25,0,50,100,100
http://dx.doi.org/10.14279/depositonce-7242,score_percent,64.58,100,83.33,25,50,100,100,100,100,83.33,50,0,0,25,50,50,100,100,100,100,100,100,50,100,100,50,0,0,25,50,50,100,100
http://dx.doi.org/10.14279/depositonce-7365,score_percent,66.67,100,66.67,25,60,100,100,100,100,66.67,50,0,0,25,100,50,100,100,100,100,100,100,0,100,100,50,0,0,25,100,50,100,100
http://dx.doi.org/10.14279/depositonce-8707,score_percent,64.58,100,83.33,25,50,100,100,100,100,83.33,50,0,0,25,50,50,100,100,100,100,100,100,50,100,100,50,0,0,25,50,50,100,100
